capability_id,source_generation,module,symbol,final_status,implementation_depth,definition_line_covered
SM31-INHERITED-0223,SM31_QP1,supermoon31.validation,observed_order,INHERITED_FUNCTIONAL_TESTED,6,True
SM31-INHERITED-0224,SM31_QP1,supermoon31.validation,richardson,INHERITED_FUNCTIONAL_TESTED,6,True
SM31-INHERITED-0225,SM31_QP1,supermoon31.validation,numerical_equivalent,INHERITED_FUNCTIONAL_TESTED,6,True
SM31-INHERITED-0226,SM31_QP1,supermoon31.validation,conservation_error,INHERITED_FUNCTIONAL_TESTED,6,True
SM32-AUTODIFF-0001,SM32,autodiff,Dual,VERIFIED,7,True
SM32-AUTODIFF-0002,SM32,autodiff,sin,VERIFIED,7,True
SM32-AUTODIFF-0003,SM32,autodiff,cos,VERIFIED,7,True
SM32-AUTODIFF-0004,SM32,autodiff,exp,VERIFIED,7,True
SM32-AUTODIFF-0005,SM32,autodiff,log,VERIFIED,7,True
SM32-AUTODIFF-0006,SM32,autodiff,derivative,VERIFIED,7,True
SM32-AUTODIFF-0007,SM32,autodiff,jvp,VERIFIED,7,True
SM32-AUTODIFF-0008,SM32,autodiff,vjp,VERIFIED,7,True
SM32-BENCHMARK-0009,SM32,benchmark,benchmark,FUNCTIONAL_TESTED,6,True
SM32-CAD-0010,SM32,cad,Vertex,FUNCTIONAL_TESTED,6,True
SM32-CAD-0011,SM32,cad,Edge,FUNCTIONAL_TESTED,6,True
SM32-CAD-0012,SM32,cad,Wire,FUNCTIONAL_TESTED,6,True
SM32-CAD-0013,SM32,cad,Face,FUNCTIONAL_TESTED,6,True
SM32-CAD-0014,SM32,cad,Shell,FUNCTIONAL_TESTED,6,True
SM32-CAD-0015,SM32,cad,Solid,FUNCTIONAL_TESTED,6,True
SM32-CAD-0016,SM32,cad,BRepModel,FUNCTIONAL_TESTED,6,True
SM32-CFD-0017,SM32,cfd,Euler2DResult,VERIFIED,7,True
SM32-CFD-0018,SM32,cfd,primitive2d,VERIFIED,7,True
SM32-CFD-0019,SM32,cfd,cons2d,VERIFIED,7,True
SM32-CFD-0020,SM32,cfd,flux_x,VERIFIED,7,True
SM32-CFD-0021,SM32,cfd,flux_y,VERIFIED,7,True
SM32-CFD-0022,SM32,cfd,rusanov_face,VERIFIED,7,True
SM32-CFD-0023,SM32,cfd,euler_2d_cartesian,VERIFIED,7,True
SM32-CFD-0024,SM32,cfd,navier_stokes_viscous_flux_2d,VERIFIED,7,True
SM32-CORE-0025,SM32,core,SM32Error,FUNCTIONAL_TESTED,6,True
SM32-CORE-0026,SM32,core,InvalidInput,FUNCTIONAL_TESTED,6,True
SM32-CORE-0027,SM32,core,DimensionMismatch,FUNCTIONAL_TESTED,6,True
SM32-CORE-0028,SM32,core,NonPhysicalState,FUNCTIONAL_TESTED,6,True
SM32-CORE-0029,SM32,core,DegenerateGeometry,FUNCTIONAL_TESTED,6,True
SM32-CORE-0030,SM32,core,SingularSystem,FUNCTIONAL_TESTED,6,True
SM32-CORE-0031,SM32,core,IllConditionedSystem,FUNCTIONAL_TESTED,6,True
SM32-CORE-0032,SM32,core,ConvergenceFailure,FUNCTIONAL_TESTED,6,True
SM32-CORE-0033,SM32,core,CFLViolation,FUNCTIONAL_TESTED,6,True
SM32-CORE-0034,SM32,core,InvariantViolation,FUNCTIONAL_TESTED,6,True
SM32-CORE-0035,SM32,core,BackendUnavailable,FUNCTIONAL_TESTED,6,True
SM32-CORE-0036,SM32,core,NumericalOverflow,FUNCTIONAL_TESTED,6,True
SM32-CORE-0037,SM32,core,Determinism,FUNCTIONAL_TESTED,6,True
SM32-CORE-0038,SM32,core,TolerancePolicy,FUNCTIONAL_TESTED,6,True
SM32-CORE-0039,SM32,core,SolverResult,FUNCTIONAL_TESTED,6,True
SM32-CORE-0040,SM32,core,ValidationRecord,FUNCTIONAL_TESTED,6,True
SM32-CORE-0041,SM32,core,finite_array,FUNCTIONAL_TESTED,6,True
SM32-CORE-0042,SM32,core,finite_scalar,FUNCTIONAL_TESTED,6,True
SM32-CORE-0043,SM32,core,kahan_sum,FUNCTIONAL_TESTED,6,True
SM32-CORE-0044,SM32,core,stable_norm,FUNCTIONAL_TESTED,6,True
SM32-CORE-0045,SM32,core,safe_normalize,FUNCTIONAL_TESTED,6,True
SM32-CORE-0046,SM32,core,stable_polyval,FUNCTIONAL_TESTED,6,True
SM32-CORE-0047,SM32,core,scale_aware_tolerance,FUNCTIONAL_TESTED,6,True
SM32-CORE-0048,SM32,core,check_invariants,FUNCTIONAL_TESTED,6,True
SM32-CORE-0049,SM32,core,timed_call,FUNCTIONAL_TESTED,6,True
SM32-DIGITAL_TWIN-0050,SM32,digital_twin,StateTwin,VERIFIED,7,True
SM32-DISCOVERY-0051,SM32,discovery,DiscoveryResult,FUNCTIONAL_TESTED,6,True
SM32-DISCOVERY-0052,SM32,discovery,exhaustive_discovery,FUNCTIONAL_TESTED,6,True
SM32-DISCOVERY-0053,SM32,discovery,expression_program_search,FUNCTIONAL_TESTED,6,True
SM32-ENDURANCE-0054,SM32,endurance,telemetry,FUNCTIONAL_TESTED,6,True
SM32-ENDURANCE-0055,SM32,endurance,mixed_iteration,FUNCTIONAL_TESTED,6,True
SM32-ENDURANCE-0056,SM32,endurance,run_endurance,FUNCTIONAL_TESTED,6,True
SM32-FEA-0057,SM32,fea,BarResult,VERIFIED,7,True
SM32-FEA-0058,SM32,fea,bar1d,VERIFIED,7,True
SM32-FEA-0059,SM32,fea,triangle3_plane_stress_stiffness,VERIFIED,7,True
SM32-FEA-0060,SM32,fea,assemble,VERIFIED,7,True
SM32-FEA-0061,SM32,fea,solve_linear,VERIFIED,7,True
SM32-GEOMETRY-0062,SM32,geometry,Point,VERIFIED,7,True
SM32-GEOMETRY-0063,SM32,geometry,distance,VERIFIED,7,True
SM32-GEOMETRY-0064,SM32,geometry,orientation2d,VERIFIED,7,True
SM32-GEOMETRY-0065,SM32,geometry,segment_intersection,VERIFIED,7,True
SM32-GEOMETRY-0066,SM32,geometry,project_point_segment,VERIFIED,7,True
SM32-GEOMETRY-0067,SM32,geometry,plane_projection,VERIFIED,7,True
SM32-GEOMETRY-0068,SM32,geometry,aabb,VERIFIED,7,True
SM32-GEOMETRY-0069,SM32,geometry,rotation_matrix_2d,VERIFIED,7,True
SM32-GEOMETRY-0070,SM32,geometry,triangle_area,VERIFIED,7,True
SM32-GRAPH-0071,SM32,graph,bfs,FUNCTIONAL_TESTED,6,True
SM32-GRAPH-0072,SM32,graph,dfs,FUNCTIONAL_TESTED,6,True
SM32-GRAPH-0073,SM32,graph,dijkstra,FUNCTIONAL_TESTED,6,True
SM32-GRAPH-0074,SM32,graph,path_from_prev,FUNCTIONAL_TESTED,6,True
SM32-GRAPH-0075,SM32,graph,connected_components,FUNCTIONAL_TESTED,6,True
SM32-HPC-0076,SM32,hpc,capability_matrix,FUNCTIONAL_TESTED,6,True
SM32-HPC-0077,SM32,hpc,threaded_map,FUNCTIONAL_TESTED,6,True
SM32-HPC-0078,SM32,hpc,multiprocess_map,FUNCTIONAL_TESTED,6,True
SM32-HPC-0079,SM32,hpc,benchmark_scaling,FUNCTIONAL_TESTED,6,True
SM32-HPC-0080,SM32,hpc,mpi_status,FUNCTIONAL_TESTED,6,True
SM32-HPC-0081,SM32,hpc,gpu_status,FUNCTIONAL_TESTED,6,True
SM32-MESH-0082,SM32,mesh,TriMesh,VERIFIED,7,True
SM32-MESH-0083,SM32,mesh,rectangular_tri_mesh,VERIFIED,7,True
SM32-ML-0084,SM32,ml,softmax,VERIFIED,7,True
SM32-ML-0085,SM32,ml,attention,VERIFIED,7,True
SM32-ML-0086,SM32,ml,Dense,VERIFIED,7,True
SM32-ML-0087,SM32,ml,relu,VERIFIED,7,True
SM32-ML-0088,SM32,ml,mse,VERIFIED,7,True
SM32-ML-0089,SM32,ml,numerical_gradient,VERIFIED,7,True
SM32-ML-0090,SM32,ml,linear_regression_train,VERIFIED,7,True
SM32-ML-0091,SM32,ml,cosine_beta_schedule,VERIFIED,7,True
SM32-ML-0092,SM32,ml,q_learning_step,VERIFIED,7,True
SM32-MULTIPHYSICS-0093,SM32,multiphysics,fixed_point_coupling,FUNCTIONAL_TESTED,6,True
SM32-MULTIPHYSICS-0094,SM32,multiphysics,conservative_transfer,FUNCTIONAL_TESTED,6,True
SM32-NUMERICS-0095,SM32,numerics,lu_factor,VERIFIED,7,True
SM32-NUMERICS-0096,SM32,numerics,forward_substitution,VERIFIED,7,True
SM32-NUMERICS-0097,SM32,numerics,backward_substitution,VERIFIED,7,True
SM32-NUMERICS-0098,SM32,numerics,lu_solve,VERIFIED,7,True
SM32-NUMERICS-0099,SM32,numerics,qr_householder,VERIFIED,7,True
SM32-NUMERICS-0100,SM32,numerics,cholesky,VERIFIED,7,True
SM32-NUMERICS-0101,SM32,numerics,svd,VERIFIED,7,True
SM32-NUMERICS-0102,SM32,numerics,eig,VERIFIED,7,True
SM32-NUMERICS-0103,SM32,numerics,least_squares,VERIFIED,7,True
SM32-NUMERICS-0104,SM32,numerics,pseudoinverse,VERIFIED,7,True
SM32-NUMERICS-0105,SM32,numerics,condition_estimate,VERIFIED,7,True
SM32-NUMERICS-0106,SM32,numerics,iterative_refinement,VERIFIED,7,True
SM32-NUMERICS-0107,SM32,numerics,bisection,VERIFIED,7,True
SM32-NUMERICS-0108,SM32,numerics,secant,VERIFIED,7,True
SM32-NUMERICS-0109,SM32,numerics,newton_scalar,VERIFIED,7,True
SM32-NUMERICS-0110,SM32,numerics,brent,VERIFIED,7,True
SM32-NUMERICS-0111,SM32,numerics,finite_difference_jacobian,VERIFIED,7,True
SM32-NUMERICS-0112,SM32,numerics,newton_system,VERIFIED,7,True
SM32-ODE-0113,SM32,ode,ODEResult,VERIFIED,7,True
SM32-ODE-0114,SM32,ode,euler,VERIFIED,7,True
SM32-ODE-0115,SM32,ode,midpoint,VERIFIED,7,True
SM32-ODE-0116,SM32,ode,rk4,VERIFIED,7,True
SM32-ODE-0117,SM32,ode,rk45,VERIFIED,7,True
SM32-OPTIMIZATION-0118,SM32,optimization,gradient_descent,FUNCTIONAL_TESTED,6,True
SM32-OPTIMIZATION-0119,SM32,optimization,bfgs,FUNCTIONAL_TESTED,6,True
SM32-OPTIMIZATION-0120,SM32,optimization,lbfgs,FUNCTIONAL_TESTED,6,True
SM32-OPTIMIZATION-0121,SM32,optimization,projected_gradient,FUNCTIONAL_TESTED,6,True
SM32-OPTIMIZATION-0122,SM32,optimization,constraint_violation,FUNCTIONAL_TESTED,6,True
SM32-OPTIMIZATION-0123,SM32,optimization,penalty_optimize,FUNCTIONAL_TESTED,6,True
SM32-OPTIMIZATION-0124,SM32,optimization,nelder_mead,FUNCTIONAL_TESTED,6,True
SM32-PDE-0125,SM32,pde,heat_1d_explicit,VERIFIED,7,True
SM32-PDE-0126,SM32,pde,poisson_1d_dirichlet,VERIFIED,7,True
SM32-PDE-0127,SM32,pde,linear_advection_1d,VERIFIED,7,True
SM32-REGISTRY-0128,SM32,registry,registry_integrity,FUNCTIONAL_TESTED,6,True
SM32-REGISTRY-0129,SM32,registry,resolve,FUNCTIONAL_TESTED,6,True
SM32-REPRODUCIBILITY-0130,SM32,reproducibility,sha256_bytes,FUNCTIONAL_TESTED,6,True
SM32-REPRODUCIBILITY-0131,SM32,reproducibility,sha256_file,FUNCTIONAL_TESTED,6,True
SM32-REPRODUCIBILITY-0132,SM32,reproducibility,environment_fingerprint,FUNCTIONAL_TESTED,6,True
SM32-REPRODUCIBILITY-0133,SM32,reproducibility,deterministic_rng,FUNCTIONAL_TESTED,6,True
SM32-REPRODUCIBILITY-0134,SM32,reproducibility,manifest,FUNCTIONAL_TESTED,6,True
SM32-REPRODUCIBILITY-0135,SM32,reproducibility,verify_manifest,FUNCTIONAL_TESTED,6,True
SM32-SEARCH-0136,SM32,search,astar,FUNCTIONAL_TESTED,6,True
SM32-SEARCH-0137,SM32,search,MCTSNode,FUNCTIONAL_TESTED,6,True
SM32-SEARCH-0138,SM32,search,mcts,FUNCTIONAL_TESTED,6,True
SM32-SERIALIZATION-0139,SM32,serialization,save_state,VERIFIED,7,True
SM32-SERIALIZATION-0140,SM32,serialization,load_state,VERIFIED,7,True
SM32-SIGNAL-0141,SM32,signal,fft,FUNCTIONAL_TESTED,6,True
SM32-SIGNAL-0142,SM32,signal,ifft,FUNCTIONAL_TESTED,6,True
SM32-SIGNAL-0143,SM32,signal,convolution,FUNCTIONAL_TESTED,6,True
SM32-SIGNAL-0144,SM32,signal,correlation,FUNCTIONAL_TESTED,6,True
SM32-SIGNAL-0145,SM32,signal,parseval_error,FUNCTIONAL_TESTED,6,True
SM32-SIGNAL-0146,SM32,signal,lowpass_fft,FUNCTIONAL_TESTED,6,True
SM32-SPARSE-0147,SM32,sparse,COO,VERIFIED,7,True
SM32-SPARSE-0148,SM32,sparse,CSR,VERIFIED,7,True
SM32-SPARSE-0149,SM32,sparse,CSC,VERIFIED,7,True
SM32-SPARSE-0150,SM32,sparse,as_csr,VERIFIED,7,True
SM32-SPARSE-0151,SM32,sparse,jacobi_preconditioner,VERIFIED,7,True
SM32-SPARSE-0152,SM32,sparse,cg,VERIFIED,7,True
SM32-SPARSE-0153,SM32,sparse,gmres,VERIFIED,7,True
SM32-SPARSE-0154,SM32,sparse,bicgstab,VERIFIED,7,True
SM32-STATS-0155,SM32,stats,mean,FUNCTIONAL_TESTED,6,True
SM32-STATS-0156,SM32,stats,variance,FUNCTIONAL_TESTED,6,True
SM32-STATS-0157,SM32,stats,covariance,FUNCTIONAL_TESTED,6,True
SM32-STATS-0158,SM32,stats,correlation,FUNCTIONAL_TESTED,6,True
SM32-STATS-0159,SM32,stats,median,FUNCTIONAL_TESTED,6,True
SM32-STATS-0160,SM32,stats,mad,FUNCTIONAL_TESTED,6,True
SM32-STATS-0161,SM32,stats,quantile,FUNCTIONAL_TESTED,6,True
SM32-UNITS-0162,SM32,units,Quantity,FUNCTIONAL_TESTED,6,True
SM32-UQ-0163,SM32,uq,latin_hypercube,FUNCTIONAL_TESTED,6,True
SM32-UQ-0164,SM32,uq,monte_carlo,FUNCTIONAL_TESTED,6,True
SM32-UQ-0165,SM32,uq,bootstrap,FUNCTIONAL_TESTED,6,True
SM32-UQ-0166,SM32,uq,sobol_first_order,FUNCTIONAL_TESTED,6,True
SM32-VALIDATION-0167,SM32,validation,error_norms,VERIFIED,7,True
SM32-VALIDATION-0168,SM32,validation,observed_order,VERIFIED,7,True
SM32-VALIDATION-0169,SM32,validation,conservation,VERIFIED,7,True
SM32-VALIDATION-0170,SM32,validation,validate_close,VERIFIED,7,True
SM32-VALIDATION-0171,SM32,validation,to_json,VERIFIED,7,True
